,Review_Text,Pred
862,"Read mixed reviews about this place. But the only thing which dragged us here is that the DJ here plays Bollywood songs and we were satisfied with the DJ and the dance floor. The place is also very beautiful. But the service here sucks, the waiters are rude. We couldn't order food as the waiters weren't responding properly. Even for drinks (tired of waiting for them to take order) we went to the bar and ordered.
So if you you to enjoy only the dance floor, only them I would recommend this place.",1.0
863,Good food but slightly over priced. But great service by Tapan. great ambience. Loved it overall. Tundey kebabs were really nice. Chicken tikka biriyani was also good,5.0
864,We ordered alu parathas from here which turned out to be a mass of poorly cooked dry mass of wheat. Do not know about the rest of the things they serve but not ordering again for sure.,5.0
865,Worst service. Strictly nor recommended for family and decent people. Taste is below average. BIG NO for this place.. Stay away. Worst service ever,1.0
866,"A fine place to sit and relax on a lazy afternoon.
Food is okayish but on the expensive side.
But the cakes and pastries are not recommended.",5.0
867,Amazing place to be when you need a cool and chilled out place. Dine near the pool area for a soothing experience. One of the best ambience of a pool side drink with calm environment and amazing wether view.,5.0
868,Worst service and management! Waiters will not attend you and all you have to do is wait even to get menu card. Manager's behaviour is totally rude.,1.0
869,Good one. You get a combination of south and north Indian varieties in a single thali. The servicing here is very slow. I have been here twice and it took more than half an hour to get the starters. Staff are polite and friendly.,5.0
870,"Being a foodie and going for a buffet is like craving for a lump sum treat!
But the restaurant has disappointed.
1. Ambience and service was great.
2. We went for buffet , firstly the starters weren't that good at taste. Common panner kebab type of starter, corn , chicken, veg kebab. Well none o them weren't good as having them twice.
3. Main course was a disaster, very few choices that too of rare vegetables and less eaten. No panner the main dish, rice items weren't good. Skipped and went to the desert section.
4. Desserts was like stabbing a dead man. Nothing exciting, only the ice cream was good.

Overall, it is expensive and less satisfying. If you are hungry and looking for a buffet please skip this one.",4.0
871,Good ambiene...Good food..Extra ordinary service by Raza and Shakeel...want pan icecream in icecream zone...Increase more biryani items..Affordable pricing,4.0
872,"I have always loved the TDS chain. Been to Kolkata, Bhopal and Hyderabad. But hyderabad has been the worst experience ever.Very bad service. We had to wait for long hours for the food to be served. No one was bothered even about the bill.",1.0
873,"Good food and service from tapan , nice taste , worth a try , located at the very central location convenient. Reshmi kebab is excellent try it out",5.0
874,Very worse we even received one plastic cover in it,1.0
875,Good food and service. Went during Hyderabad trip and had ala carte lunch on Sunday. Quantity and quality both were good. Value for money and good taste. nice ambience. Parking can be an issue during rush hours. But place is good.,4.0
876,"The worst behaviour of staff, we are seating on rooftop and went to dance floor leaving our belongings at our table and one Stuart comes and asks us credit card as deposit. What kind of service is this, in last 12 years i have visited 100s of pubs in India no one asked such. Dear SKYHY if u think u r one of top pub, listen there are more which give better service than you.",1.0
877,good,5.0
878,"Horrible Sambhar, It was thick as chutney and had just potatoes for the vegetable bit of it. Chutney and Dosa were still fine but sambhar was real bad.",1.0
879,Have ordered ulavacharu biriyani its very tasty and we liked it. Any new buddy.... Just try it once and you will love it. #tasty #loved #resonableprice.,5.0
880,I became a big fan for their Chicken Biryani. I ordered thrice but there is no difference in the food taste and always tasted wonderful. 😄😄,1.0
881,"Ordered Tawa aloo paratha, Veg Manchurian and Badami Kheer. Paratha is below average, veg Manchurian is OK. No badam flavor in kheer, but it's a rice kheer",3.0
882,very good,5.0
883,good...,5.0
884,"Wonderful place,excellent wings especially spicy garlic , Sunny's service was great!great place to have fin.One time visit is required if u live in Hyderabad",5.0
885,"I had been to this place on a Sunday evening, it was calm and pleasant not too crowdy. They gave us the table of our choice. The food was good. Mr.Gopal Singh served us, the service was excellent. Would greatly recommend this place to come with your loved ones.
Ambience - 5/5
Food - 3.5/5
Service - 5/5",5.0
886,"We are a regular here. Veg choices are adequate, clean ambience, excellent food quality and a no-frill price. Given our experience, we hosted a get together at home; Lime took the catering work and were extremely professional- on time, well planned, staffs had a friendly demeanor and quality of food as expected was very good. Mr. Dinesh Ramalingam is the F&B Manager who we had liaised with and kudos to him- very client centric and reassuring. Thanks to the entire team of Lime. You rock!);",5.0
